type,date,url,text,user,user_url,user_location,followers,following,account_creation_date,tweet_likes,quotes,retweets,country,antisemitic_post,non_antisemitic_post
tweet,2023-07-27 21:31:03+00:00,https://twitter.com/Remroum/status/1684677806918098944,A friendly reminder: Israel is a racist endeavor https://t.co/gixo1ULAxJ,Remroum,https://x.com/Remroum,NYC,88562,2629,2009-02-02,3964,6,698,United States of America,False,True
tweet,2023-07-22 03:17:22+00:00,https://twitter.com/Lucas_Gage_/status/1682590634291474432,"Homos3xual J3wish man, who is literally in a cabal (WEF), tells another J3wish man, J3ws don't control anything, there is no global cabal, and Iran won when the US invaded Iraq, and not Israel. 😂

Have you ever seen someone gaslight at this level?",Lucas_Gage_,https://x.com/Lucas_Gage_,New Jersey ,257895,144,2014-04-07,3955,24,613,United States of America,False,True
tweet,2023-07-30 15:40:37+00:00,https://twitter.com/NikkiHaley/status/1685676780944826368,A Haley administration will always have Israel's back. https://t.co/8yMMm2dKuX,NikkiHaley,https://x.com/NikkiHaley,Unknown,1062039,929,2018-12-31,2738,98,291,Unknown,False,True
tweet,2023-07-25 05:57:27+00:00,https://twitter.com/Arabbeau/status/1683718081577725952,Good morning from Palestine https://t.co/jZOprARvEi,Arabbeau,https://x.com/Arabbeau,عربيّ القلب وقلبه اعربُ منه ,290956,9,2016-03-27,5872,28,396,Unknown,False,True
tweet,2023-07-26 13:24:47+00:00,https://twitter.com/realrabbilinda/status/1684193047150489601,"All #Zionists know and fear @_ZachFoster, a tireless advocate for #Palestine. We’re completely aligned and I look forward to hosting him in #Gaza 😍 https://t.co/5r7wN45uAr",realrabbilinda,https://x.com/realrabbilinda,"Gaza, Palestine",13023,509,2023-06-04,569,52,70,Palestine,False,True
tweet,2023-07-08 14:28:24+00:00,https://twitter.com/moexodus/status/1677686075119087616,"For anyone who pretends to be smart by saying Jews purchased lands in Palestine which justifies their occupation.

The purchases were only 5.67% across all of Palestinian lands. 

There was no such thing as jewish control even during WW2 across the land. 

Zionist power came to play from monetary support from the US & the British. 

Constant history revision doesn’t dismantle any truth.",moexodus,https://x.com/moexodus,"Your Head, Rent Free",5381,564,2010-08-04,402,11,221,Unknown,False,True
tweet,2023-07-29 20:05:02+00:00,https://twitter.com/sahouraxo/status/1685380933799604224,Don't stop talking about Palestine 🇵🇸 https://t.co/c1MZZ7ZEh5,sahouraxo,https://x.com/sahouraxo,Unknown,595888,498,2015-07-25,33988,166,10362,Unknown,False,True
tweet,2023-07-14 22:57:21+00:00,https://twitter.com/DrSakriKaia/status/1679988483384025088,Just go back home where you are truly from.  Palestine is not your home.,DrSakriKaia,https://x.com/DrSakriKaia,United States,12132,6452,2015-12-19,442,9,150,United States of America,False,True
tweet,2023-07-20 09:09:18+00:00,https://twitter.com/TadhgHickey/status/1681954422111215616,"Israel, Palestine &amp; the media https://t.co/NWSBVCqInA",TadhgHickey,https://x.com/TadhgHickey,Ireland,138256,4011,2011-06-03,23615,980,10966,Ireland,False,True
tweet,2023-07-08 09:08:19+00:00,https://twitter.com/AyaIsleemEn/status/1677605521430310913,PALESTINE TODAY https://t.co/szbgAH69S7,AyaIsleemEn,https://x.com/AyaIsleemEn,"Palestine, Gaza",250649,32538,2017-07-22,982,7,368,Palestine,False,True
tweet,2023-07-28 09:27:26+00:00,https://twitter.com/MuhammadSmiry/status/1684858088417857536,Good morning from Palestine https://t.co/9XdBCZv3ee,MuhammadSmiry,https://x.com/MuhammadSmiry,Palestine,834206,112636,2010-12-13,3457,14,505,Palestine,False,True
tweet,2023-07-26 18:50:56+00:00,https://twitter.com/MuhammadSmiry/status/1684275122658500630,Don’t Stop Talking About Palestine https://t.co/KvAqUZHlWJ,MuhammadSmiry,https://x.com/MuhammadSmiry,Palestine,834206,112636,2010-12-13,9579,47,3148,Unknown,False,True
tweet,2023-07-26 18:11:34+00:00,https://twitter.com/sahouraxo/status/1684265218019299328,"This is huge.

The Portuguese parliament has adopted a resolution to recognize Palestine and the 1948 Palestinian Nakba.

Imagine if more countries worldwide followed suit.

🇵🇸 🇵🇹 https://t.co/7Bfo2aDFWc",sahouraxo,https://x.com/sahouraxo,Unknown,595888,498,2015-07-25,33628,306,7406,Unknown,,
tweet,2023-07-25 20:22:11+00:00,https://twitter.com/Naila_Ayad/status/1683935701035876354,This is Palestine.🇵🇸🕊️ https://t.co/kB0KhglRuH,Naila_Ayad,https://x.com/Naila_Ayad,United States of America,66544,4005,2022-10-18,698,5,248,United States of America,False,True
tweet,2023-07-25 11:33:05+00:00,https://twitter.com/Anna_AnninaEl/status/1683802545477525504,"Israel murdered three Palestinians this morning. 
All Palestinians suffer under the occupation every day, whether they resist or just try to live.
Resistance is a right, which the world chooses to criminalise in the case of Palestine.
#ResistanceIsExistence
#FreePalestine 🇵🇸 https://t.co/MaQ8Re8itD",Anna_AnninaEl,https://x.com/Anna_AnninaEl,Unknown,15592,1209,2022-03-07,500,35,402,Unknown,False,True
tweet,2023-07-29 10:34:17+00:00,https://twitter.com/MuhammadSmiry/status/1685237301335502848,Good morning from Palestine https://t.co/1k0PEuGLnY,MuhammadSmiry,https://x.com/MuhammadSmiry,Palestine,834206,112636,2010-12-13,2328,3,209,Unknown,False,True
tweet,2023-07-26 20:24:53+00:00,https://twitter.com/sahouraxo/status/1684298766755545088,"Thank you, Sinéad O’Connor, for standing with Palestine 🇵🇸 🇮🇪 https://t.co/Sl77LKd4II",sahouraxo,https://x.com/sahouraxo,Unknown,595888,498,2015-07-25,9176,36,1352,Unknown,False,True
tweet,2023-07-19 13:00:38+00:00,https://twitter.com/HananyaNaftali/status/1681650252812566531,"Why does US Congresswoman Rashida Tlaib have the flag of “Palestine” and not the American one? 

If she works for Palestinians and not Americans - she should go to Gaza, not Capitol Hill. https://t.co/dAZOY28pwF",HananyaNaftali,https://x.com/HananyaNaftali,Israel 🇮🇱,429090,802,2012-06-26,2372,83,549,Israel,False,True
tweet,2023-07-21 04:59:09+00:00,https://twitter.com/no1_scotland/status/1682253860876824576,"Well that's me fucked comrades! 
I have never sworn allegiance to the crown
I refuse to Identify as British
I hate the Tories with every fibre of my being
I am anti establishment
I believe in a free Ireland, A free Palestine &amp; Scotland's right to self determination. https://t.co/zv0OCwXpeq",no1_scotland,https://x.com/no1_scotland,Glasgow,12238,6304,2015-09-03,1124,32,367,United Kingdom,False,True
tweet,2023-07-28 20:10:28+00:00,https://twitter.com/abierkhatib/status/1685019916389244928,"Queen ⭐️ 

#Palestine https://t.co/Ar30LOot1F",abierkhatib,https://x.com/abierkhatib,Amman,213923,2293,2013-01-14,2156,6,377,Jordan,True,False
tweet,2023-07-17 19:28:12+00:00,https://twitter.com/sarabahaa94/status/1681023011120463872,"Hey Google, it’s Palestine not Israel! https://t.co/MaobW3DjiF",sarabahaa94,https://x.com/sarabahaa94,GAZA,140919,6562,2012-12-07,22403,143,6408,Unknown.,False,True
tweet,2023-07-25 11:02:21+00:00,https://twitter.com/Sprinterfactory/status/1683794811373887488,"The only ""democracy"" in Western Asia is collapsing.

Interesting fact: Israel just a few months ago said that Iran is brutally treating armed rebels. https://t.co/JtTWFhgvyg",Sprinterfactory,https://x.com/Sprinterfactory, 💞💞💞,548778,958,2019-05-14,4191,149,1677,Unknown,False,True
tweet,2023-07-20 11:02:29+00:00,https://twitter.com/MartinKonecny/status/1681982907022290945,"Israel making the desert bloom again, @vonderleyen https://t.co/4Ga7VuJBWx",MartinKonecny,https://x.com/MartinKonecny,Brussels,8707,719,2011-07-15,1355,66,688,Belgium,False,True
tweet,2023-07-24 12:24:04+00:00,https://twitter.com/MalkahFleisher/status/1683452988159930368,"I am not the biggest Bibi fan. 

But can we just stop and honor a man who is so freaking driven in his service to Israel that he had heart surgery and then put on a suit, got in a car, and is now running negotiations like a super-boss from his Knesset seat like he just woke up from a 3-hour nap on his Tempurpedic mattress and a couple of leisurely laps in the pool in Caesaria.

👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽

(screenshot from the Knesset YouTube channel)",MalkahFleisher,https://x.com/MalkahFleisher,Israel,12302,986,2012-06-14,1417,48,186,Israel,False,True
tweet,2023-07-18 22:20:01+00:00,https://twitter.com/KevorkAlmassian/status/1681428637780967431,"BREAKING NEWS - Russia bombs Kyiv. Oh, sorry. It's Israel bombing Damascus again. Get back to sleep. https://t.co/Wn8fiRruP5",KevorkAlmassian,https://x.com/KevorkAlmassian,Germany,94975,888,2011-06-29,35149,192,13802,Germany,False,True
tweet,2023-07-18 12:00:55+00:00,https://twitter.com/RealRussBaker/status/1681272835782631426,"Anyone notice how GOP leaders are so aggressively ""in support of Israel"" while also promoting anti-semitic memes, dog whistles, and explicitly anti-semitic messengers like RFK Jr and Kanye?",RealRussBaker,https://x.com/RealRussBaker,New York,34259,6219,2012-12-13,3614,37,607,United States of America,False,True
tweet,2023-07-22 04:04:12+00:00,https://twitter.com/DonnieDarkened/status/1682602419765616641,"Six days ago, Donald Trump was given a ‘Torah Crown’ by the Israel Heritage Foundation.

Their mission statement is “to await King David’s descendant, our Mashiach, to rule over the land and bring peace to all nations. 

(Thread) https://t.co/doANwIKUO8",DonnieDarkened,https://x.com/DonnieDarkened,Unknown,127154,4499,2021-12-02,14798,1208,4791,Unknown,False,True
tweet,2023-07-26 03:42:19+00:00,https://twitter.com/ARanganathan72/status/1684046464421617664,"As we remember on #KargilVijayDiwas the 527 Indian heroes who lost their lives, let us also spare a thought for a friend.

There were sanctions in place. And yet, ignoring US opposition, @Israel supplied us critically needed ammunition &amp; laser-guided missiles.

Thank you, friend. https://t.co/flu1KQYunv",ARanganathan72,https://x.com/ARanganathan72,Unknown,1134350,1806,2013-04-11,18195,155,5088,Unknown,False,True
tweet,2023-07-28 18:19:46+00:00,https://twitter.com/KreaseChan/status/1684992057255849987,Amnesty’s secretary general discussing Israel’s system of apartheid on BBC Hard Talk. https://t.co/NTIPnVTady,KreaseChan,https://x.com/KreaseChan,Pale Blue Dot ,20766,2653,2011-01-15,1389,44,750,Unknown,False,True
tweet,2023-07-30 20:07:26+00:00,https://twitter.com/WallStreetApes/status/1685743925502619648,"American Politician’s Claim Israel Is Our “Most Trusted Ally” But They Won’t Talk About Their “Well Documented International Organ Trafficking Rings”

“The Illegal Organs Included Children”

INTERPOL: The Israeli market for donor organs has been well-documented, and most international trafficking rings have involved wealthy Israeli patients on so-called ""transplant tours"". Organ donation in Israel is low due to concerns in the Orthodox community about the body after death.

Only 10% of Israeli adults hold donor cards, compared with more than 30% in most western countries. Israel has launched a scheme in an attempt to increase donor rates. 

Recipients of organs illegally tranplanted in a private hospital in South Africa were described as Israelis. The donors – said to have included children – were Brazilians and Romanians paid $6,000 (£3,869) for a kidney. Netcare of South Africa, which also runs hospitals in Britain, admitted in court to receiving R3.8m (£342,000) from an illegal organ trafficking syndicate. Paul Lewis The Guardian",WallStreetApes,https://x.com/WallStreetApes,United States of Corruption,351746,20006,2019-02-24,1692,58,1241,Unknown,False,True
tweet,2023-07-30 04:00:00+00:00,https://twitter.com/AJEnglish/status/1685500464903983104,"In the rubble of destroyed homes in Gaza, Palestinian artists are painting murals depicting the children who once lived there, before Israel bombed them ⤵️ https://t.co/WLeWFcSp2z",AJEnglish,https://x.com/AJEnglish,"Doha, Qatar",8855473,249,2007-04-17,1943,28,1004,Qatar,False,True
tweet,2023-07-30 04:02:34+00:00,https://twitter.com/Home_of_Fight/status/1685501110474133504,"Alex Pereria really is the ultimate hater, went up a weight class and beat the only other guy to beat Israel Adesanya in the UFC https://t.co/RJ9eds5Ahy",Home_of_Fight,https://x.com/Home_of_Fight,"Florida, USA",46052,381,2019-09-19,12466,66,694,United States of America,,
tweet,2023-07-29 20:06:56+00:00,https://twitter.com/InbarCohen13/status/1685381415175663616,"Shavua Tov ❤️
Thank you for defending Israel 🇮🇱 https://t.co/CAFT9OZy6p",InbarCohen13,https://x.com/InbarCohen13,Unknown,82596,444,2018-11-20,2939,31,274,Unknown,False,True
tweet,2023-07-18 21:03:33+00:00,https://twitter.com/theIMEU/status/1681409393873809409,"Watch @RepRashida deliver a powerful speech before Congress, insisting on the facts: Israel is an apartheid state. https://t.co/0H0Bkr9TB9",theIMEU,https://x.com/theIMEU,Unknown,200665,2328,2009-08-03,1103,34,368,Unknown,False,True
tweet,2023-07-28 13:28:15+00:00,https://twitter.com/SocialistMMA/status/1684918693342408705,"Don’t allow Zionists to “both sides” the Israel/Palestine issue. 

It isn’t a war, it’s a genocide. It’s not a conflict, it’s an issue of settler colonialism https://t.co/IXLhnMfHzH",SocialistMMA,https://x.com/SocialistMMA,Unknown,124610,6340,2011-11-23,2284,37,921,Unknown,False,True
tweet,2023-07-25 14:33:57+00:00,https://twitter.com/ClareDalyMEP/status/1683848064639942656,"Israel’s airstrikes on Gaza in May - 33 dead, 147 wounded - was not “self defence.” The slaughter of children from the air in Jenin was not “self defence.” All war crimes. All without comment in EU politics, while @vonderleyen toasted the #Nakba as the realisation of ""a dream"". https://t.co/73i9lLgQ4o",ClareDalyMEP,https://x.com/ClareDalyMEP,Dublin North,421214,19,2011-10-05,6234,144,3002,Ireland,False,True
tweet,2023-07-28 19:33:10+00:00,https://twitter.com/ArielElyseGold/status/1685010528802836480,Shabbat shalom to everyone who recognizes that the loss of democracy (for Jews) happening in Israel was the logical outcome of decades of apartheid policy against Palestinians. https://t.co/9ThpWqM8Hl,ArielElyseGold,https://x.com/ArielElyseGold,"Paterson, NJ",76819,518,2015-04-28,2265,23,362,United States of America,False,True
tweet,2023-07-25 16:41:14+00:00,https://twitter.com/RobertKennedyJr/status/1683880096912887808,"Today, I join @rabbishmuley to discuss fighting antisemitism and championing Israel. On Monday, the original venue, @ethicalnyc , abruptly canceled the event. This is another example of the unsuccessful campaign to censor and silence me. Fortunately, my campaign was able to quickly book a new location.

WHEN: Tuesday, July 25 at 8 p.m. ET
WHERE: NEW LOCATION: The Glasshouse, 660 12th Avenue, Floor 6 New York, NY 10019

https://t.co/72P58NuMS4",RobertKennedyJr,https://x.com/RobertKennedyJr,"Los Angeles, California",2953127,920,2011-07-18,5009,89,971,United States of America,False,True
tweet,2023-07-19 16:44:23+00:00,https://twitter.com/RepSwalwell/status/1681706562903998477,Israel is not a racist state. But is Kevin McCarthy trying to preside over an antisemitic Congress? Kevin uses antisemitic tropes to attack George Soros &amp; now is inviting an antisemitic witness in RFK Jr. to testify to Congress. Antisemitism does not belong in the People’s House.,RepSwalwell,https://x.com/RepSwalwell,"East Bay, CA & DC (CA-14)",1533055,11888,2012-11-11,3484,62,784,United States of America,False,True
tweet,2023-07-25 11:27:54+00:00,https://twitter.com/ytirawi/status/1683801243922100226,"Masafer Yatta, Hebron |

Armed Israeli settlers break into private Palestinian homes and search their belongings.

Yes, the same settlers Israel is calling “innocent civilians” https://t.co/8C7I6ea0as",ytirawi,https://x.com/ytirawi,Unknown,136633,292,2017-01-14,1129,73,980,Unknown,False,True
tweet,2023-07-04 07:15:12+00:00,https://twitter.com/AyaIsleemEn/status/1676127504275259393,Palestine Now https://t.co/eNl30VHGE8,AyaIsleemEn,https://x.com/AyaIsleemEn,"Palestine, Gaza",250649,32538,2017-07-22,1764,20,980,Palestine,False,True
tweet,2023-07-25 20:53:45+00:00,https://twitter.com/PalestineCultu1/status/1683943644288483333,This is Palestine.🇵🇸 https://t.co/j0TPwrxJwD,PalestineCultu1,https://x.com/PalestineCultu1,"San Diego, CA",92099,5833,2020-05-09,3254,33,881,United States of America,False,True
tweet,2023-07-10 15:27:18+00:00,https://twitter.com/LilyFayed/status/1678425672304189443,"An old lady was shot and arrested on the ground in ""Ukraine""

Oh no sorry. It is Palestine, keep scrolling. https://t.co/GN2uCBimWB",LilyFayed,https://x.com/LilyFayed,The United States ,19941,3321,2022-10-23,2709,28,1684,United States of America,False,True
tweet,2023-07-26 18:55:00+00:00,https://twitter.com/PalestineCultu1/status/1684276146035384320,STAND WITH PALESTINE🇵🇸 https://t.co/6YHBmEpPV5,PalestineCultu1,https://x.com/PalestineCultu1,"San Diego, CA",92099,5833,2020-05-09,1596,7,504,United States of America,False,True
tweet,2023-07-26 06:26:58+00:00,https://twitter.com/Timesofgaza/status/1684087897820123136,Good morning and free Palestine. https://t.co/CfzfYz1mJy,Timesofgaza,https://x.com/Timesofgaza,Palestine,823451,1,2018-11-24,1949,17,438,Unknown,False,True
tweet,2023-07-04 07:46:31+00:00,https://twitter.com/Bernadotte22/status/1676135384990855169,"🔸️ Praise be to God, with whose grace good deeds are done 🔸️
The Swedish SISTER, ""Emma Loughren,"" pronounces the two testimonies of faith and converts to Islam in Palestine. We ask God Almighty to prove her right. https://t.co/XADr52HNHL",Bernadotte22,https://x.com/Bernadotte22,Sverige,211036,1479,2022-09-23,2351,12,209,Sweden,False,True
tweet,2023-07-30 23:46:56+00:00,https://twitter.com/HalalNation_/status/1685799164360192000,May Allah protect Palestine 🧡 https://t.co/eRTWQdeNsG,HalalNation_,https://x.com/HalalNation_,Allah’s earth,200946,5462,2020-06-17,4982,14,451,Unknown,False,True
tweet,2023-07-03 16:00:33+00:00,https://twitter.com/EinatWilf/status/1675897323195342848,"Jenin is an opportunity to reflect on the absurdity of Palestinians being registered as “refugees” when they live, certainly by their accounting, in Palestine, and have never been displaced. They are not refugees by any standard and remain so only to keep the war of 1948 alive: https://t.co/mQbBZiud3n",EinatWilf,https://x.com/EinatWilf,Israel,72640,1772,2009-04-29,927,51,336,Israel,False,True
tweet,2023-07-24 20:56:09+00:00,https://twitter.com/PalestineCultu1/status/1683581859744104454,Be brave and support Palestine 🇵🇸✌️ https://t.co/kgny3D96lZ,PalestineCultu1,https://x.com/PalestineCultu1,"San Diego, CA",92099,5833,2020-05-09,1612,13,456,United States of America,True,False
tweet,2023-07-25 11:56:37+00:00,https://twitter.com/RuhidaPTIPK/status/1683808470191992832,Do you raise your voice for Palestine? https://t.co/0VI1XuO23U,RuhidaPTIPK,https://x.com/RuhidaPTIPK,"Punjab, Pakistan",12111,689,2022-04-14,724,38,598,Pakistan,True,False
tweet,2023-07-27 12:34:00+00:00,https://twitter.com/SaraReyi/status/1684542652333838336,"What is the charge of that innocent child??  
Why all this brutality by the occupation in dealing with the children of Palestine?! https://t.co/gszQ0pqZwp",SaraReyi,https://x.com/SaraReyi,Unknown,84454,3462,2020-12-21,2365,64,1882,Unknown,False,True
tweet,2023-07-29 21:06:39+00:00,https://twitter.com/Motherl28134473/status/1685396439986307072,"Childhood in Palestine!
Does anyone care? https://t.co/vZeDOQxr5g",Motherl28134473,https://x.com/Motherl28134473,San Francisco,29404,5719,2020-05-15,744,27,722,United States of America,False,True
tweet,2023-07-15 20:13:13+00:00,https://twitter.com/iamjourjean/status/1680309566112768000,When you’re definitely indigenous to Palestine lol https://t.co/wZkCDLma1W,iamjourjean,https://x.com/iamjourjean,"Budapest, Hungary",15672,1104,2016-03-24,8273,179,771,Hungary,False,True
tweet,2023-07-24 18:56:00+00:00,https://twitter.com/LailaPalestini1/status/1683551622193123328,"Hey Google, it’s Palestine not Isr**el! https://t.co/3laRdNSK2z",LailaPalestini1,https://x.com/LailaPalestini1,"Los Angeles, CA",28814,6231,2020-05-09,719,6,302,United States of America,True,False
tweet,2023-07-04 15:30:42+00:00,https://twitter.com/DerbyChrisW/status/1676252199444262913,"Long live Palestine.
Long live #Jenin https://t.co/4aONPJazi2",DerbyChrisW,https://x.com/DerbyChrisW,Derby,150174,5316,2009-06-22,2805,19,748,Unknown,False,True
tweet,2023-07-16 17:53:24+00:00,https://twitter.com/HadiNasrallah/status/1680636767651725313,This is what happens when European colonizers pretend to be native to Palestine. How long before the sun is labeled anti-semitic? https://t.co/L7t3lhrRIt,HadiNasrallah,https://x.com/HadiNasrallah,Mount Galilee,145163,364,2012-02-04,3887,59,878,Unknown,False,True
tweet,2023-07-11 15:21:53+00:00,https://twitter.com/incontextmedia/status/1678786697645940738,"A UN expert on Tuesday accused Israel of having transformed the occupied territories of Palestine into an ""open-air prison"" by detaining Palestinians en masse.

""There is no other way to define the regime that Israel has imposed on the Palestinians - which is apartheid by default - other than an open-air prison,"" Albanese told reporters in Geneva.",incontextmedia,https://x.com/incontextmedia,Global,56536,0,2022-02-01,4191,131,2782,Unknown,False,True
tweet,2023-07-10 20:37:31+00:00,https://twitter.com/conorleeson/status/1678503739177459712,"Here's the thing. If I bring a Palestine flag to the game tomorrow, it'll regarded as ""politically motivated"" and Rovers will be fined. If I bring a Ukraine flag, it'll be grand. UEFA is some piece of work... 🤬🤬 https://t.co/JfYORd6Zyy",conorleeson,https://x.com/conorleeson,"Wicklow, Ireland",3173,2562,2009-06-12,564,8,111,Ireland,False,True
tweet,2023-07-30 05:48:23+00:00,https://twitter.com/QudsNen/status/1685527738638094336,"""They [Zionists] did not make the desert bloom, they stole a blooming desert"".

Rights activist Miko Peled argues that after Zionists stole a flourishing, blooming Palestine, now they are terrified that they have to pay back. https://t.co/OTGFydCW3i",QudsNen,https://x.com/QudsNen,Unknown,526972,0,2012-03-15,1667,45,837,Unknown,False,True
tweet,2023-07-27 12:06:18+00:00,https://twitter.com/Israel/status/1684535681068978176,"Tisha B'Av (the Ninth of Av), is a national day of mourning for the Jewish People, marking the destruction of the First and Second Temples in Jerusalem. 

Wishing a meaningful day and fast to those who observe. https://t.co/gF5fltJ6AR",Israel,https://x.com/Israel,"Jerusalem, Israel",1629648,5141,2009-07-01,877,23,243,Israel,False,True
tweet,2023-07-28 19:18:33+00:00,https://twitter.com/RabbiShmuley/status/1685006850809372672,The Israel haters and antisemites in Amsterdam confront me - pretty ugly - WATCH NOW!! https://t.co/CgaeuOGg0j,RabbiShmuley,https://x.com/RabbiShmuley,United States of America,247802,2523,2008-10-27,920,183,246,United States of America,False,True
tweet,2023-07-28 16:24:06+00:00,https://twitter.com/michaeldickson/status/1684962947469123597,Shabbat shalom from Israel! 🇮🇱🏝️ https://t.co/9eQRacBUYV,michaeldickson,https://x.com/michaeldickson,"Jerusalem, Israel",162458,5346,2008-10-09,668,6,61,Israel,False,True
tweet,2023-07-26 03:40:38+00:00,https://twitter.com/RabbiShmuley/status/1684046037755854848,"Tonight, Robert Kennedy, Jr gave the most pro Israel public address of perhaps any presidential candidate in recent memory, in conversation with Rabbi Shmuley in New York City https://t.co/UTg1trp4vi",RabbiShmuley,https://x.com/RabbiShmuley,United States of America,247802,2523,2008-10-27,639,30,138,United States of America,False,True
tweet,2023-07-28 00:25:43+00:00,https://twitter.com/CatholicArena/status/1684721763999940608,"ISRAEL

A Catholic monk at Mar Elias pleads for calm as Israelis carried out several days of Zionist attacks and intimidation at the monastery in Haifa https://t.co/uoAZz87je2",CatholicArena,https://x.com/CatholicArena,Unknown,51277,556,2018-07-12,1850,156,652,Unknown,False,True
tweet,2023-07-18 22:37:44+00:00,https://twitter.com/RepRashida/status/1681433096955076609,"Israel is an apartheid state.

Let’s take a moment just to hear the Israeli government’s own politicians in their own words, not mine. https://t.co/gTx26U05wC",RepRashida,https://x.com/RepRashida,"Detroit, MI",554410,380,2018-12-31,14295,369,4057,United States of America,False,True
tweet,2023-07-27 21:43:36+00:00,https://twitter.com/CatholicArena/status/1684680964297850880,"ISRAEL 

Zionists storm Mar Elias Catholic
Monastery in Haifa as the assault on the religious freedom of Christians continues in the Holy Land https://t.co/mCx4EMiwB1",CatholicArena,https://x.com/CatholicArena,Unknown,51277,556,2018-07-12,985,73,474,Unknown,False,True
tweet,2023-07-03 17:08:39+00:00,https://twitter.com/amnesty/status/1675914460916068364,End Israel's Apartheid https://t.co/sEVdGONtcI,amnesty,https://x.com/amnesty,Global,2154832,3750,2008-12-18,5381,175,2985,Unknown,,
tweet,2023-07-29 10:37:56+00:00,https://twitter.com/AvivaKlompas/status/1685238218591969280,"In May, Fatima Mohammed delivered a commencement address at CUNY Law in which she accused Israel of indiscriminately murdering Palestinians and celebrated “the fight against capitalism, racism, imperialism, and Zionism.”

Jew-hatred is skyrocketing in the US, but Fatima is convinced she's the victim here.",AvivaKlompas,https://x.com/AvivaKlompas,Toronto/Jerusalem/NYC/Boston,316735,3853,2013-10-28,494,14,81,Unknown,False,True
tweet,2023-07-28 17:41:32+00:00,https://twitter.com/noatishby/status/1684982432884240385,"If you want to understand what’s happening in Israel, watch this video. 

Israel has a parliamentary system in which majority out of 120 seats is required to create a government. Because of years of bad blood and mistrust of Benjamin Netanyahu, no one from the center was willing to form a government with him again, and he created a coalition with the extreme right and ultra orthodox, which are not the majority of the country. 

Israel does not have a constitution and the Israeli Declaration of Independence is what Israel uses as the basis upon which the country is run and the courts rule. 

The Supreme Court sometimes leaned on what’s called the Reasonableness Doctrine to rule. Over the years, many in Israel saw this as an overreach of the courts, accusing the Supreme Court of being an activist court. 

When the new government was swarm in, they went proposed a series of laws to weaken the Supreme Court. And the Israeli public rebelled, and for over 30 weeks has been protesting this proposed judicial overhaul. 

Because of these demonstrations, the majority of the laws which were originally proposed have already been taken off the table, but the first law just passed to not allow the reasonableness doctrine be used by the courts anyone. 

I have been asked about the stats and the fact that most Israelis do not support this move and the new numbers are in and they could not be more clear. 62% of the Israeli public thinks an overhaul should either be reached by a consensus or the entire legislation should be abandoned. Only 22% thinks the overhaul should continue as is. 

Now. Is Israel still a democracy? Absolutely it is. Is it being stress tested? Of course. But as we know from thousands of years of history, Judaism in and of itself is about a debate. We have been debating over everything for generations and we are debating now. And as always, this will make us stronger. 

So yes, these are trying and debate-full times in Israel. But I believe in Israel because I believe in the Israeli people and you should too. Am Israel Chai",noatishby,https://x.com/noatishby,"LA, TLV. ",240072,378,2009-04-02,1190,43,263,Unknown,False,True
tweet,2023-07-17 22:37:24+00:00,https://twitter.com/RepRashida/status/1681070624607813632,"In solidarity with the Palestinian people and all those who have been harmed by Israel's apartheid government, I will be boycotting President Herzog’s joint address to Congress.

I urge all Members of Congress who stand for human rights for all to join me. #BoycottApartheid https://t.co/2ixUdCT1Kq",RepRashida,https://x.com/RepRashida,"Detroit, MI",554410,380,2018-12-31,15815,432,2875,United States of America,False,True
tweet,2023-07-20 13:16:17+00:00,https://twitter.com/HikindDov/status/1682016578701783040,"IT’S OFFICIAL: My wife and I have switched our party affiliation from Democrat to Republican!

Ppl have long been asking, “Dov, when are you gonna leave the Democratic Party?”

Well, the time has come bc the Dems have turned their back on Jews &amp; Israel, so it’s officially done! https://t.co/VAlGaaALDO",HikindDov,https://x.com/HikindDov,"Woodmere, NY",48069,4713,2012-03-05,6815,498,2202,United States of America,False,True
tweet,2023-07-09 17:09:03+00:00,https://twitter.com/LegendaryEnergy/status/1678088890954174464,"Dana White was asked about the “racial tension” between Israel Adasanya &amp; Dricus Du Pleissis.

No other CEO in sports is giving this answer. https://t.co/R1KWfo8KU7",LegendaryEnergy,https://x.com/LegendaryEnergy,United States,285538,957,2010-12-13,44063,924,5552,United States of America,False,True
tweet,2023-07-28 21:57:00+00:00,https://twitter.com/AIPAC/status/1685046723549216773,"""Palestinian terror against Israel or Israelis undermines any possibility for a future of peace between our peoples... Israel cannot and will not tolerate terror. And we know that in this we are joined by the U.S."" - @Isaac_Herzog @IsraelPresident

Allies stand together.

🇺🇸🇮🇱 https://t.co/1uLDEwrXVH",AIPAC,https://x.com/AIPAC,Unknown,150276,2651,2008-08-25,208,12,59,Unknown,False,True
tweet,2023-07-16 02:28:29+00:00,https://twitter.com/Joelmpetlin/status/1680404001983016961,"There are 2 million Arab citizens of Israel with full civil rights. No Muslim country offers that for Jews.

A US Congresswoman calling Israel a ""racist State"" must be strongly condemned, and the Dems need to root out this growing Antisemitism in the party
https://t.co/AL7CGZK9BP",Joelmpetlin,https://x.com/Joelmpetlin,Unknown,9472,384,2014-08-22,2696,147,783,Unknown,False,True
