Unnamed: 0.1,Unnamed: 0,type,date,url,text,user,user_url,user_location,followers,following,account_creation_date,tweet_likes,quotes,retweets,antisemitic_post,non_antisemitic_post,country
159,167,tweet,2023-10-28 05:01:57+00:00,https://twitter.com/Maccabi226km/status/1718130962599481596,The world has made it clear;\n\nJews are not allowed to defend them selves even when they are slaughtered like animals from the #PalestinianNaziTerror group #Hamas. \n\nThe UNGA /world has different rules for Jews. \n\n#JewHatred #Shoah\n\nhttps://t.co/Fyl0FKKwQU,Maccabi226km,https://x.com/Maccabi226km,"Tel Aviv, Israel",9273,1268,01/11/2009,157,2,54,FALSE,TRUE,Israel
160,168,tweet,2023-10-08 05:41:43+00:00,https://twitter.com/KingBobIIV/status/1710893212909416632,"All the Far Left, who have spent the last several years calling everyone else ""a literal Nazi"" are now supporting Hamas, who want the literal genocide of 6m Jews living in Isreal. Do they realise that's what this means? Do they realise Palestinians ""taking back Isreal"" will mean to total displacement or genocide of all the Jews that live there? Or do they think everyone can just all live there together happily, pop around each others houses for a cup of tea and a bun? \nI can't get my head around their thought process. Have they not considered what it would mean if the Palestinians ""took back Isreal""? \nHave they not followed the potential outcome of this to its logical conclusion?",KingBobIIV,https://x.com/KingBobIIV,Dummonia,51309,22562,16/07/2019,1869,17,248,TRUE,FALSE,Unknown
161,169,tweet,2023-10-09 06:39:05+00:00,https://twitter.com/clairlemon/status/1711270039746421059,The pro-Hamas rallies happening in cities around the world--including Sydney--are deeply repellent. I know the word 'Nazi' gets thrown around a lot. But what else are you if you are celebrating the systematic murder of Jews?,clairlemon,https://x.com/clairlemon,"Sydney, Australia",232739,5128,03/05/2013,3625,38,460,FALSE,TRUE,Australia
162,170,tweet,2023-10-10 07:28:56+00:00,https://twitter.com/jakeshieldsajj/status/1711644971059835026,I’ve opposed every war that America has been involved in my entire life \n\nBut apparently not wanting to bomb Palestine for Israel makes me an antisemitic Nazi \n\nI must say Israel and Jews have by far the best marketing \n\nIf you don't want to go to war for us than you are racist,jakeshieldsajj,https://x.com/jakeshieldsajj,Unknown,652512,1406,06/10/2009,15688,92,2226,FALSE,TRUE,Unknown
163,171,tweet,2023-11-01 03:39:16+00:00,https://twitter.com/ChiefTrumpster/status/1719559705096294835,"ZIONIST ATTACKS PALESTINIANS!\n@jordanbpeterson of @DailyWireNews went on @piersmorgan and claimed Palestinians are ""playing the victim."" 🤬\n\nHe claims Palestinians are blaming ""evil Jewish overlords"" just like Nazi Germany by targeting Jews! 🤡",ChiefTrumpster,https://x.com/ChiefTrumpster,🐦 Banned Aug ‘21-Mar ‘23 🐙,43164,998,04/12/2016,341,17,87,FALSE,TRUE,Unknown
164,172,tweet,2023-11-01 03:51:57+00:00,https://twitter.com/GayRepublicSwag/status/1719562899125833815,"As Gina Carano got fired for pointing out, the first step of the Holocaust was dehumanizing Jews.\n\nI have never in my life seen the type of dehumanization towards Jews as we are currently seeing.\n\nEveryone always says ""How could Nazi Germany just go along with it?""\n\nWell... now we see... will you go along with it or not?\n\nI will not stand by and let history repeat itself. I am going to speak out. It may cost me friends or connections, I don't care.\n\nWe will keep the Jewish people safe. We will protect them from Pro-Palestine Nazis.",GayRepublicSwag,https://x.com/GayRepublicSwag,Florida,159012,58474,30/12/2010,1811,8,335,FALSE,TRUE,United States of America
165,173,tweet,2023-10-16 18:00:45+00:00,https://twitter.com/auschwitzxhibit/status/1713978299011989733,"October 16, 1941 | A month after Nazi Germany captured Lubny, Ukraine, this mother and her children wait for their execution at a site outside the city. \n\n4,500 Jews from the area are executed on this day. https://t.co/bj28NMWLHJ",auschwitzxhibit,https://x.com/auschwitzxhibit,"Boston, MA",29672,166,26/10/2016,2162,17,583,TRUE,FALSE,United States of America
166,174,tweet,2023-10-09 13:19:26+00:00,https://twitter.com/gay_lumberjack/status/1711370788576624793,The radical progressives cheering Hamas’s efforts to exterminate the Jews are the same people who call me a Nazi for saying men cannot get pregnant.,gay_lumberjack,https://x.com/gay_lumberjack,Unknown,6003,1868,28/10/2022,329,4,47,FALSE,TRUE,Unknown
167,175,tweet,2023-11-01 21:46:39+00:00,https://twitter.com/SebGorka/status/1719833354365792728,They called you a Nazi for 6 years because you love America. \n\nThey hate the Jews. \n\nThey hate America. \n\nTHEY ARE NAZIS.,SebGorka,https://x.com/SebGorka,The Swamp,1504223,6403,29/03/2014,3340,17,735,FALSE,TRUE,Unknown
168,176,tweet,2023-10-30 12:36:42+00:00,https://twitter.com/ztisdale/status/1718970180280127622,The same people who freaked out over the one Liberal-planted Nazi flag at the Freedom Convoy are dead silent as their comrades fly the flag of active terrorist groups and call for the eradication of Jews. 🤔,ztisdale,https://x.com/ztisdale,Unknown,32053,1692,25/06/2009,721,3,215,TRUE,FALSE,Unknown
169,177,tweet,2023-11-03 18:57:55+00:00,https://twitter.com/Effiedeans/status/1720515668330577986,I read a story today about Hamas fighters putting live Jewish babies in ovens. What are these people going to say tomorrow when they march through London that can justify that. Instead all we will get is hatred of Jews. It feels like we are in Nazi Germany. Someone make it stop,Effiedeans,https://x.com/Effiedeans,Unknown,52481,46716,27/03/2012,1109,15,212,TRUE,FALSE,Unknown
170,178,tweet,2023-10-08 20:13:38+00:00,https://twitter.com/Dapper_Det/status/1711112638187409627,🚨🚨#NYC\n\nStill think this is a “Pro-Palestinian” march?\n\nThese are Hamas #Nazi supporters. \n\nThe Nazis rounded up Jews and slaughtered them. \n\nHamas rounded up Jews and slaughtered them. \n\n#Israel_under_attack #StandWithIsrael https://t.co/dPdZJcg6SR,Dapper_Det,https://x.com/Dapper_Det,U.S.A.,7245,200,07/06/2023,291,28,131,FALSE,TRUE,United States of America
171,179,tweet,2023-10-28 21:24:50+00:00,https://twitter.com/decejaz/status/1718378311590572506,Am I confused or are we on the Jew’s side in Israel and on the Nazi’s side in Ukraine?,decejaz,https://x.com/decejaz,"Louisiana, USA",2132,1943,04/10/2021,730,28,203,FALSE,TRUE,United States of America
172,180,tweet,2023-10-14 00:51:05+00:00,https://twitter.com/TJandCasper/status/1712994401998311805,Let’s see if I have this right. The same people that will call you a Nazi if you don’t support any of their Woke bullshit. Are the same people chanting Death to the Jews. 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️ it boggles the mind.,TJandCasper,https://x.com/TJandCasper,Unknown,12493,10842,01/08/2023,355,3,74,TRUE,FALSE,Unknown
173,181,tweet,2023-10-25 09:03:05+00:00,https://twitter.com/StephenUzzell2/status/1717104481559601304,"On 27 March, 1943, gay Dutch resistance fighter Willem Arondeus led the bombing of the Amsterdam civil service office to destroy the Nazi occupiers' records of Dutch Jews. His last words before his execution that July were ""Tell the people that homosexuals are not cowards."" https://t.co/ZpFMlB6ewM",StephenUzzell2,https://x.com/StephenUzzell2,Unknown,21477,17847,06/01/2019,604,6,185,FALSE,TRUE,Unknown
174,182,tweet,2023-10-09 02:14:07+00:00,https://twitter.com/Jeff_Jacoby/status/1711203356968984871,"On the Brandenburg Gate in Berlin, the Israeli flag and colors are projected in a show of solidarity.\n\nMore Jews were murdered yesterday than in any single day since the Holocaust. As the Nazi regime was destroyed then, the Hamas regime — today's Nazis — must be destroyed now. https://t.co/Z5asE2EERV",Jeff_Jacoby,https://x.com/Jeff_Jacoby,"Boston, Massachusetts",28942,1055,29/06/2009,572,7,117,FALSE,TRUE,United States of America
175,183,tweet,2023-10-10 01:40:29+00:00,https://twitter.com/therealrukshan/status/1711557280167297527,"Looks like the Antifa linked Nazi watchers in Australia that call anyone and everyone a Nazi for having a different opinion, are all of a sudden missing in action when they have to call out real extremism and calls to exterminate jews on the streets of Australia. Perhaps they were standing side by side while these chants were being made. Pathetic.",therealrukshan,https://x.com/therealrukshan,Australia,88496,2089,15/10/2019,1529,5,176,FALSE,TRUE,Australia
176,184,tweet,2023-10-10 13:33:54+00:00,https://twitter.com/zach_kessel/status/1711736818545111422,"Students for Justice in Palestine at @swarthmore “honors the martyrs” and calls for more indiscriminate killings of Jews. According to them, Nazi-like murders are justified by the existence of the Jewish people. https://t.co/xJrhH5JDi9",zach_kessel,https://x.com/zach_kessel,"Washington, DC",2807,3489,22/04/2013,562,179,237,TRUE,FALSE,United States of America
177,185,tweet,2023-10-25 20:23:28+00:00,https://twitter.com/CaffMomREDACTED/status/1717275706864853421,"There is no genocide going on in Palestine. \nThere is no ethnic cleansing. \nTo throw these terms around, especially after the deadliest most brutal massacre of Jews since Nazi Germany is, at best ignorant. Ask yourself why you are spouting propaganda from murderers and rapists?",CaffMomREDACTED,https://x.com/CaffMomREDACTED,My Kids Mom's House,8233,7656,19/09/2022,172,1,39,FALSE,TRUE,Unknown
178,186,tweet,2023-10-22 14:47:42+00:00,https://twitter.com/PaulConRO/status/1716104044471631977,Romanian Army killed 400k Jews during the ww2 as we allied with Nazi Germany.\nNow we have the moral duty to stand with Israel and I'm glad we do. \nBoth Romania and Germany are now on the right side of the history.\nMy last tweet on the subject. I'll get back to supporting UA.,PaulConRO,https://x.com/PaulConRO,"Bucharest, Romania",12063,6402,30/04/2022,573,2,44,FALSE,TRUE,Romania
179,187,tweet,2023-10-29 02:45:01+00:00,https://twitter.com/Neoavatara/status/1718458889052520831,They are literally calling for wiping out all Jews from the Middle East.\n\nWe are seeing a repeat of the Nazi Party of America from 1939.,Neoavatara,https://x.com/Neoavatara,United States,64763,3515,12/02/2009,836,9,234,TRUE,FALSE,United States of America
180,188,tweet,2023-10-28 09:14:57+00:00,https://twitter.com/Bernadotte22/status/1718194631140159670,Zionists have convinced us that Hitler did nothing wrong to them. Because If after doing such genocide against Palestinians they can act innocent as if they did nothing then I'm sure they should think same about Hitler.\n#Stop_the_bloodshed_in_Gaza \n#SaveGazaCivilians https://t.co/wsKGnyvfgz,Bernadotte22,https://x.com/Bernadotte22,Sverige,206244,1420,23/09/2022,1911,41,1207,TRUE,FALSE,Sweden
181,189,tweet,2023-10-16 20:58:23+00:00,https://twitter.com/davenewworld_2/status/1714023003690835982,Israel is an apartheid state. Zionists have been committing war crimes against Palestinian civilians for decades. The US has turned a blind eye to it this whole time. Stop denying it.\nhttps://t.co/5ExoUOV6e0,davenewworld_2,https://x.com/davenewworld_2,He/Him — NYC-LI,282051,103166,16/07/2017,1864,67,633,TRUE,FALSE,United States of America
182,190,tweet,2023-10-19 06:13:25+00:00,https://twitter.com/Abdulla_Alamadi/status/1714887457362035065,"Palestinians have lost all hope of their Arab brothers to intervene stop the brutality of the Zionists. \nThe Egyptian army is similar to the Pakistani one, tied to American restrictions. \nlast hope is Türkiye to actively intervene with Russian-Chinese support.\nIs this realistic ? https://t.co/1XYMSuUFrR",Abdulla_Alamadi,https://x.com/Abdulla_Alamadi,Unknown,141750,3444,19/07/2009,2704,52,983,FALSE,TRUE,Unknown
183,191,tweet,2023-10-24 13:43:55+00:00,https://twitter.com/jacksonhinklle/status/1716812766680637947,@Israel 🇮🇱 A survivor of the Kibbutz Be’eri massacre said Israeli forces killed many Israeli civilians in the crossfire.\n\nStop the ZIONIST LIES! https://t.co/Eai3YQlp0x,jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518096,363,18/07/2019,16403,101,4269,FALSE,TRUE,United States of America
184,192,tweet,2023-10-28 13:11:53+00:00,https://twitter.com/jacksonhinklle/status/1718254260066947567,🇮🇱 Actually the survivor from the Be’eri massacre says ISRAELI forces shot your own civilians in crossfire @Israel.\n\n🇮🇱 Stop the ZIONIST LIES! https://t.co/VflKighzGR,jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518096,363,18/07/2019,7400,73,2636,TRUE,FALSE,United States of America
185,193,tweet,2023-10-17 09:17:18+00:00,https://twitter.com/khamenei_ir/status/1714208956912918600,"If the crimes committed by the Zionist regime continue, no one will be able to stop the Muslims and the Resistance forces.",khamenei_ir,https://x.com/khamenei_ir,Islamic Republic of Iran,1096047,20,31/03/2009,32704,412,7102,TRUE,FALSE,Iran
186,194,tweet,2023-10-07 09:55:36+00:00,https://twitter.com/dom_lucre/status/1710594715395973262,"🔥🚨BREAKING NEWS: HAMAS has released a statement::\n\n“The priority of the operation is to protect Jerusalem and the Al-Aqsa Mosque, to stop the plans of the Zionist occupation that aim to Judaize them and to crush all plans of the Zionist regime to build their alleged Third Temple of Solomon on the ruins of the first mosque for Muslims Al Aqsa or near it.”",dom_lucre,https://x.com/dom_lucre,Nashville TN,1253428,4354,18/03/2015,2420,101,693,TRUE,FALSE,United States of America
187,195,tweet,2023-10-19 21:07:24+00:00,https://twitter.com/_Mahdiyar313/status/1715112437052022883,The world stopped Nazism\nThe world stopped Apartheid\nThe world Must stop Zionist zombies \n#FreePalestine \n#IsraeliNewNazism \n#PalestineGenocide \n#Gaza_Genocide https://t.co/LwNqJMVAAf,_Mahdiyar313,https://x.com/_Mahdiyar313,۱:۲۰,76222,588,12/11/2022,4312,37,1919,TRUE,FALSE,Unknown
188,196,tweet,2023-10-19 20:28:25+00:00,https://twitter.com/jacksonhinklle/status/1715102626453368874,"@benshapiro Ben, where are the photos of the beheaded Israeli babies?\n\nAlso, did you hear that the Turkish government verified that an Israeli fighter jet bombed the Gaza Hospital? They published video proof.\n\nStop the ZIONIST lies! https://t.co/cE95JMvXuu",jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518096,363,18/07/2019,13982,122,3856,FALSE,TRUE,United States of America
189,197,tweet,2023-10-16 20:28:25+00:00,https://twitter.com/MarioNawfal/status/1714015460348289158,"🚨JUST IN: IRANIAN FOREIGN MINISTER THREATENS 'NEW FRONTS'\n\nIranian Foreign Minister Hossein Amir-Abdollahian:\n\n""I warn the Americans to stop the Zionist crime before it is too late, instead of sending hypocritical messages\n\nIf the Zionist crimes are not stopped immediately, new fronts will be opened for them. The leaders of the resistance told me clearly that we are ready to fight the occupiers head-on. We do not give orders to the resistance forces, they make their own decisions.\n\nThe leaders of the resistance will not allow the Zionist regime to do whatever it wants to do in Gaza and after it is relieved of Gaza, it will go to other resistance areas in the region. In the coming hours, any preemptive action against the Zionist regime is conceivable.\n\nWe have an opportunity to stop the Zionists at home. If we don't defend Gaza today, tomorrow we will have to deal with the phosphorus bombs of the regime in our own hospitals""",MarioNawfal,https://x.com/MarioNawfal,Unknown,1345550,19813,22/10/2020,5219,146,1662,TRUE,FALSE,Unknown
190,198,tweet,2023-10-29 19:32:28+00:00,https://twitter.com/19hassan49/status/1718712423710888190,What was the first thing Zionists did after being granted stolen Palestinian land?\n\nThey took Egyptian land.\nThey took Syrian land.\nThey took Lebanese land.\nThey encroached into remaining free Palestinian land.\nThey took East Jerusalem.\n\nZionism won't stop until it has everything https://t.co/guIPXQvoeg,19hassan49,https://x.com/19hassan49,United States 🇺🇲,17766,486,09/08/2014,903,12,403,TRUE,FALSE,United States of America
191,199,tweet,2023-11-05 19:17:20+00:00,https://twitter.com/dancohen3000/status/1721245329826189734,"Israel bombed Red Crescent vehicles so first responders and Civil Defense can’t dig people from the rubble.\n\n“We will use our feet and stretchers, but the most important thing that we will never stop.”\n\nNo limit to Zionist depravity! https://t.co/0lp6A1uHaj",dancohen3000,https://x.com/dancohen3000,"Washington, DC",326535,2627,06/10/2011,2721,33,1698,TRUE,FALSE,United States of America
192,200,tweet,2023-10-16 03:08:25+00:00,https://twitter.com/abdullahrushdy/status/1713753737150279864,A six-year-old Palestinian child was killed today by an old American zionist; just because he is originally palestinian! \n#Stop_Israel https://t.co/odYpo9YwES,abdullahrushdy,https://x.com/abdullahrushdy,United States,631926,1,08/03/2013,1821,43,660,TRUE,FALSE,United States of America
193,201,tweet,2023-10-16 07:05:16+00:00,https://twitter.com/HATzortzis/status/1713813339980046822,Where is the international community outrage?!!!!!\n\nOver 700 children murdered by occupying zionist forces!\n\nIs a palestinian child worth less than any other child?\n\nStop the genocide. Stop the apartheid. Stop the ethnic cleansing. https://t.co/aRSrHv2uue,HATzortzis,https://x.com/HATzortzis,United Kingdom,230406,1100,18/04/2009,5242,202,3381,TRUE,FALSE,United Kingdom
194,202,tweet,2023-10-25 14:46:50+00:00,https://twitter.com/jacksonhinklle/status/1717190991369613466,"@benshapiro 🇮🇱 Ben, Israel = ISIS\n\nStop the ZIONIST LIES!",jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518096,363,18/07/2019,19775,26,3426,FALSE,TRUE,United States of America
195,203,tweet,2023-10-23 22:42:41+00:00,https://twitter.com/jacksonhinklle/status/1716585964355584088,"@benshapiro Ben, where are the 40 beheaded babies? STOP THE ZIONIST LIES",jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518096,363,18/07/2019,28779,57,4675,TRUE,FALSE,United States of America
196,204,tweet,2023-10-17 14:32:02+00:00,https://twitter.com/MarioNawfal/status/1714288160883273847,"🚨 JUST IN - Iranian Leader Khamenei in Rare Speech: \n\n- ""We MUST Respond to What is Happening in Gaza""\n\n- “The usurper Zionist regime must be prosecuted.”\n\n- ""This should be realized by those who want Iran to stop certain Resistance groups, and they shouldn’t have any expectation from us."" \n\n- ""All parties should refrain from asking anyone to prevent a group from taking steps in response to the crimes of the Zionists""\n\n- “Our numerous intelligence reports show that the US is formulating the Zionist regime’s current policy, and what is being done is governed by US policymaking. The US must be held responsible for this situation.”\n\n- “If the crimes of the Zionist entity continue, no one will be able to stand up to Muslims and the resistance forces.”\n\n- “Whatever crimes the Zionist regime commits will fail to compensate for its disgraceful defeat during the Al-Aqsa Storm operation.”\n\nSource: Ali Hashem",MarioNawfal,https://x.com/MarioNawfal,Unknown,1345550,19813,22/10/2020,1855,77,567,TRUE,FALSE,Unknown
197,205,tweet,2023-11-01 18:20:38+00:00,https://twitter.com/jacksonhinklle/status/1719781508553064727,🚨🇮🇱 Make a post and hashtag #HinkleCensored to help remove my account’s “ghost ban.”\n\nI will NOT STOP EXPOSING ZIONIST LIES @elonmusk!,jacksonhinklle,https://x.com/jacksonhinklle,"Miami, FL",2518096,363,18/07/2019,7761,233,3286,FALSE,TRUE,United States of America
198,206,tweet,2023-10-16 20:49:17+00:00,https://twitter.com/Megatron_ron/status/1714020713319834023,"BREAKING: \n\nIranian Foreign Minister Hossein Amir-Abdollahian:\n\n""If the Zionist crimes are not stopped immediately, new fronts will be opened for them""\n\nHe also said:\n\n""I warn the Americans to stop the Zionist crime before it is too late, instead of sending hypocritical messages\n\nIf the Zionist crimes are not stopped immediately, new fronts will be opened for them. The leaders of the resistance told me clearly that we are ready to fight the occupiers head-on. We do not give orders to the resistance forces, they make their own decisions.\n\nThe leaders of the resistance will not allow the Zionist regime to do whatever it wants to do in Gaza and after it is relieved of Gaza, it will go to other resistance areas in the region. In the coming hours, any preemptive action against the Zionist regime is conceivable.\n\nWe have an opportunity to stop the Zionists at home. If we don't defend Gaza today, tomorrow we will have to deal with the phosphorus bombs of the regime in our own hospitals""",Megatron_ron,https://x.com/Megatron_ron,Unknown,248038,1461,06/02/2020,3533,60,958,TRUE,FALSE,Unknown
199,207,tweet,2023-11-02 10:26:11+00:00,https://twitter.com/DaveAtherton20/status/1720024498680766550,"This is St Pancras Station where the British Transport Police @BTP stop Jews praying, but it appears they are pro-Palestine. \n\nThe signs say ""Jews against genocide: An anti-Zionist Shacharit Siddur.""\n\nStill, the police let thousands of Muslims pray near Downing Street.\n\nHat tip  @MillwallDocks",DaveAtherton20,https://x.com/DaveAtherton20,London,162260,44762,09/02/2010,991,27,379,TRUE,FALSE,United Kingdom
200,208,tweet,2023-10-28 14:07:00+00:00,https://twitter.com/ajplus/status/1718268127912378433,These are some of the attacks Al Jazeera faces covering Israel’s occupation of the Palestinian territories. https://t.co/XlV8UpcXTS,ajplus,https://x.com/ajplus,"Washington, DC",1288727,343,01/02/2010,2393,31,1855,FALSE,TRUE,United States of America
201,209,tweet,2023-10-09 20:01:00+00:00,https://twitter.com/ajplus/status/1711471845718081975,What does Israel's occupation of Palestinians look like?\n\nThis former Israeli soldier told @dena how the Israeli army controls every aspect of Palestinians' lives. https://t.co/NiyWv3iXuI,ajplus,https://x.com/ajplus,"Washington, DC",1288727,343,01/02/2010,5275,210,3243,FALSE,TRUE,United States of America
202,210,tweet,2023-10-10 13:23:08+00:00,https://twitter.com/zei_squirrel/status/1711734107019890940,Israel has activated its paid bot and troll farms to flood any post that exposes their depraved genocidal propaganda. These are accounts made recently and made to seem like there's organic support for their genocidal murderous occupation regime. It's all a mirage https://t.co/cgQ3jeAd2z,zei_squirrel,https://x.com/zei_squirrel,Unknown,238982,0,02/09/2014,14236,227,4446,TRUE,FALSE,Unknown
203,211,tweet,2023-10-07 13:02:23+00:00,https://twitter.com/Lucas_Gage_/status/1710641721388724588,"Israel will try to play victim here, but let's not forget their brutal occupation for the last 75 years started with the Nakba—the displacement and ethnic cleansing of hundreds of thousands of Palestinians.\nEver since the ""founding"" of the ""Jewish State of Israel,"" Israel has engaged in military campaigns to continue its expansion and ethnic cleasing, killing thousands of Palestinians, mostly civilians, in the process. One example is Operation ""Protective Edge,"" whereby ~70% of the casualties were civilians! This operation was started based on a lie that Hamas ordered the kidnapping and murder of three Israeli teenagers. \nLet's not forget Israel's fingerpeints on 911, JFK and Epstein's sex ring, but also their known involvement in the unprovoked attack on the USS Liberty, espionage of Jonathan Pollard, killing of Rachael Corrie, and numerous other examples of our supposed ""greatest ally"" committing the most treacherous acts againt the US. In fact, Israel has done more harm to us than Iran has ever done or ever could do.\nLet's not forget Bibi Netanyahu helped decieve the American People to drag the US into the Iraq War based on absolute lies, costing us thousands of American lives, millions of Iraqi lives, and trillions in tax dollars.  \nWhat is happening in Gaza right now goes to show how Zionism is a threat to everyone, including Israelis. If anyone needs a regime change, for the sake of all humanity, it's Israel.",Lucas_Gage_,https://x.com/Lucas_Gage_,New Jersey ,239860,167,07/04/2014,5768,96,1794,TRUE,FALSE,United States of America
204,212,tweet,2023-10-16 00:31:16+00:00,https://twitter.com/Remroum/status/1713714190232293525,Palestinians have absolutely nothing to apologize for. End the occupation. End siege. End blockade\n\nIsrael is the root of the problem. Israel is the aggressor. Israel is the occupier\n\nEverything that has happened over the last 75 years manifested from Israeli settler colonialism,Remroum,https://x.com/Remroum,NYC,87099,2619,02/02/2009,12215,63,5958,TRUE,FALSE,United States of America
205,213,tweet,2023-10-07 07:52:44+00:00,https://twitter.com/Rachael_Swindon/status/1710563794861056345,"Israel's occupation also extends to Palestinian water supply. The Israeli government and private companies control and severely restrict Palestinian access to water, leaving the majority of the West Bank without running water, unlike Israeli settlers.\n\n https://t.co/JJ4a1d8X2w",Rachael_Swindon,https://x.com/Rachael_Swindon,Swindon state-affiliated media,114008,7860,10/11/2014,2532,78,1542,FALSE,TRUE,Unknown
206,214,tweet,2023-10-27 10:29:56+00:00,https://twitter.com/SayeedaWarsi/status/1717851113276178724,To Hamas I say End the violence and Let them Go \nTo Israel I say End the Occupation and Let them Live \n#CeasefireNow \nMy intervention on the 🇮🇱🇵🇸 debate ⁦@UKHouseofLords⁩ https://t.co/UnFq8D0K2i,SayeedaWarsi,https://x.com/SayeedaWarsi,Heart is always in Yorkshire,215804,2770,31/01/2011,10283,187,3073,FALSE,TRUE,Unknown
207,215,tweet,2023-11-05 07:22:12+00:00,https://twitter.com/Lowkey0nline/status/1721065362538561911,"It has been revealed that European mercenaries are fighting for Israel in Gaza.\n\nSpanish mercenary Pedro Diaz Flores has been pictured there with the Israeli occupation forces.\n\nHe previously fought in Ukraine, where he got involved through the neo-Nazi Azov Battlion.",Lowkey0nline,https://x.com/Lowkey0nline,Unknown,385939,6186,31/07/2018,10147,179,5322,FALSE,TRUE,Unknown
208,216,tweet,2023-10-19 20:00:29+00:00,https://twitter.com/CensoredMen/status/1715095596904661099,"🇵🇸🇮🇱 Streamer, Hasanabi, explains why he believes Israel most likely bombed the hospital in Gaza.\n\n“This hospital had be bombed by Israel on Saturday, 22 hospitals as a matter of fact have been bombed by Israel since this last saga of the occupation.” https://t.co/dXFyrMgRF1",CensoredMen,https://x.com/CensoredMen,Unknown,1004203,881,17/12/2022,7224,80,2450,TRUE,FALSE,Unknown
209,217,tweet,2023-10-20 09:57:07+00:00,https://twitter.com/Lowkey0nline/status/1715306142463615195,"385 Palestinian Christians were sheltering in the Saint Porphyrios Orthodox Church when US-backed Israeli occupation forces bombed it.\n\nJust after that, Israel bombed Al-Omari mosque.\n\nThis is Zionism in Palestine.",Lowkey0nline,https://x.com/Lowkey0nline,Unknown,385939,6186,31/07/2018,7366,72,3708,TRUE,FALSE,Unknown
210,218,tweet,2023-10-07 16:06:59+00:00,https://twitter.com/votesocialist24/status/1710688176610693449,"We join the world in standing with the people of Palestine in their just and courageous struggle against occupation. \n\nEnd all U.S. aid to Israel! Without U.S. support this racist, apartheid regime could not stand. Free Palestine! https://t.co/HIuwSZv4Lj",votesocialist24,https://x.com/votesocialist24,United States,39983,371,20/02/2012,3569,96,1082,TRUE,FALSE,United States of America
211,219,tweet,2023-10-31 12:50:28+00:00,https://twitter.com/democracynow/status/1719336031881707820,"Israeli historian Ilan Pappé says Netanyahu is using Holocaust rhetoric to make the Hamas operation on October 7 seem like an existential threat to Israel while ignoring the occupation of Palestine and siege of Gaza.\n\n""This is an attempt to Nazify the Palestinians.” https://t.co/lo7Dh3pJ5F",democracynow,https://x.com/democracynow,New York,827754,6473,23/10/2008,5526,176,3341,TRUE,FALSE,United States of America
212,220,tweet,2023-10-27 02:08:54+00:00,https://twitter.com/sahouraxo/status/1717725023346004118,"BREAKING: As Israel is carpet bombing Gaza, Joe Biden just dropped bombs on Syria.\n\nPartners in war crimes and occupation.",sahouraxo,https://x.com/sahouraxo,Unknown,579986,496,25/07/2015,6642,70,2869,FALSE,TRUE,Unknown
213,221,tweet,2023-10-16 01:12:23+00:00,https://twitter.com/JamaalBowmanNY/status/1713724536200520145,"BREAKING: President Biden warns Israel not to occupy Gaza.\n\nWhile Biden stands with Israel against Hamas, he still says on 60 Minutes that a new occupation of Gaza would “be a big mistake.”\n\nMillions of voices standing up for humanity are being heard. Keep going. https://t.co/PvtyTKT0LE",JamaalBowmanNY,https://x.com/JamaalBowmanNY,"Yonkers, NY",352060,2636,10/06/2019,6481,121,1480,FALSE,TRUE,United States of America
214,222,tweet,2023-10-16 11:25:33+00:00,https://twitter.com/erbmjha/status/1713878843201568993,"-Hamas terrorists shouting 'Allahu Akbar' while slaughtering innocent civilians in Israel.\n\nLeftists and Islamists: This is a cry for resistance against occupation and has nothing to do with religion and terrorism\n\n-Indians Chanting Jai Shree Ram in Stadium.\n\nLeftists and Islamists: This is a war cry against muslims, this is terrorism. I am sorry Pakistan for facing such behaviour by extremist Hindus.",erbmjha,https://x.com/erbmjha,Noida,245594,482,14/04/2013,12342,26,3013,FALSE,TRUE,India
215,223,tweet,2023-10-09 22:00:37+00:00,https://twitter.com/PeoplesForumNYC/status/1711501951127396495,"Thousands have marched in NYC & will continue to be in solidarity with the heroic Palestinian resistance against Zionist apartheid, occupation & oppression.\n\nWe reject all US aid to Israel. No more funds for weapons! Now is the time to mobilize until full liberation of Palestine! https://t.co/mgkzZLhu1B",PeoplesForumNYC,https://x.com/PeoplesForumNYC,"New York, NY",37891,791,14/08/2018,3421,127,1147,TRUE,FALSE,United States of America
216,224,tweet,2023-11-04 21:41:08+00:00,https://twitter.com/SDonziger/status/1720919128775495696,BREAKING: There is a massive protest in the US capitol today for Palestinian freedom and against the Biden Administration's support for Israel's bombing and occupation of Gaza.\n\nOnly the people can be the world's human rights protectors. ⬇️ https://t.co/OzZaa2BEUE,SDonziger,https://x.com/SDonziger,"New York, NY",203543,3120,22/09/2014,7644,93,2521,TRUE,FALSE,United States of America
